limpe a lista a seguir e deixe somente as linhas que conterem failed: [  102.4037] I/Host: Status: Varredura 'Fighting-Force-SLUS-00433.chd'...
[  132.6140] I/Host: Status: Varredura 'Impact-Racing-SLUS-00225.chd'...
[  132.6485] I/Host: Status: Varredura 'In-Cold-Blood-SLUS-01294.chd'...
[  132.6613] I/Host: Status: Varredura 'In-Cold-Blood-SLUS-01314.chd'...
[  132.6849] I/Host: Status: Varredura 'In-The-Hunt-SLUS-00172.chd'...
[  132.7308] I/Host: Status: Varredura 'Inagawa-Atsuji-Kyoufu-No-Yashiki-SLPS-02142.chd'...
[  133.1022] I/Host: Status: Varredura 'Inagawa-Junji-Mayonaka-No-Taxi-SLPS-02838(1).chd'...
[  133.1311] I/Host: Status: Varredura 'Inagawa-Junji-Mayonaka-No-Taxi-SLPS-02838(2).chd'...
[  133.1661] I/Host: Status: Varredura 'Inagawa-Junji-Mayonaka-No-Taxi-SLPS-02838.chd'...
[  133.1977] I/Host: Status: Varredura 'Incredible-Crisis-SLUS-01225.chd'...
[  133.2303] I/Host: Status: Varredura 'Incredible-Hulk-The-Pantheon-Saga-SLUS-00150.chd'...
[  133.2616] I/Host: Status: Varredura 'Incredible-Toons-Arthur-To-Astaroth-Nazo-Makai-Mura-SLPS-00363.chd'...
[  133.3061] I/Host: Status: Varredura 'Independence-Day-SLUS-00221.chd'...
[  133.3369] I/Host: Status: Varredura 'Indy-500-SLES-00135.chd'...
[  133.3774] I/Host: Status: Varredura 'Infestation-SLES-01870.chd'...
[  133.4661] I/Host: Status: Varredura 'Infinity-SLPS-02669.chd'...
[  133.5148] I/Host: Status: Varredura 'Initial-D-SLPS-01793.chd'...
[  133.5559] I/Host: Status: Varredura 'Inoue-Takehiko-Buzzer-Beater-SCPS-19006.chd'...
[  133.5777] I/Host: Status: Varredura 'Inoue-Takehiko-Buzzer-Beater-SCPS-19007.chd'...
[  133.6020] I/Host: Status: Varredura 'Inspector-Gadget-Gadgets-Crazy-Maze-SLUS-01267.chd'...
[  133.6297] I/Host: Status: Varredura 'Intelligent-Qube-SCUS-94181.chd'...
[  133.6750] I/Host: Status: Varredura 'Intellivision-Classics-SLUS-00906.chd'...
[  133.7072] I/Host: Status: Varredura 'International-Cricket-Captain-2001-Ashes-Edition-SLES-03596.chd'...
[  133.7599] I/Host: Status: Varredura 'International-Cricket-Captain-2001-SLES-03596.chd'...
[  133.8192] I/Host: Status: Varredura 'International-Cricket-Captain-2002-SLES-03881.chd'...
[  133.8805] I/Host: Status: Varredura 'International-Moto-X-SLES-00099.chd'...
[  133.9188] I/Host: Status: Varredura 'International-Moto-X-SLPS-00433.chd'...
[  133.9948] I/Host: Status: Varredura 'International-Soccer-Excite-Stage-2000-SLPS-02868.chd'...
[  134.0247] I/Host: Status: Varredura 'International-Superstar-Soccer-Deluxe-SLES-00511.chd'...
[  134.4476] I/Host: Status: Varredura 'International-Superstar-Soccer-Pro-SLES-00559(1).chd'...
[  134.4983] I/Host: Status: Varredura 'International-Superstar-Soccer-Pro-SLES-00559.chd'...
[  134.5752] I/Host: Status: Varredura 'International-Track-And-Field-2-SLES-02448.chd'...
[  134.6192] I/Host: Status: Varredura 'International-Track-Field-2000-SLUS-00987.chd'...
[  134.6452] I/Host: Status: Varredura 'International-Track-Field-SLUS-00238.chd'...
[  134.6560] I/Host: Status: Varredura 'Interplay-Sports-Baseball-2000-SLUS-00850.chd'...
[  134.6817] I/Host: Status: Varredura 'Inuyasha-A-Feudal-Fairy-Tale-SLUS-01534.chd'...
[  134.7148] I/Host: Status: Varredura 'Inuyasha-Sengoku-Otogi-Kassen-SLPS-03503.chd'...
[  134.7827] I/Host: Status: Varredura 'Inuyasha-Sengoku-Otogi-Kassen-SLPS-03504.chd'...
[  134.8306] I/Host: Status: Varredura 'Inuyasha-SLPS-03374.chd'...
[  134.8683] I/Host: Status: Varredura 'Invasion-From-Beyond-SLUS-00709.chd'...
[  134.8871] I/Host: Status: Varredura 'Invasion-SLES-00443(1).chd'...
[  134.9080] I/Host: Status: Varredura 'Invasion-SLES-00443.chd'...
[  134.9331] I/Host: Status: Varredura 'Invasion-Vient-De-L'espace-L'-SLES-01573.chd'...
[  135.0004] I/Host: Status: Varredura 'Ippatsu-Gyakuten-Keiba-Keirin-Pachinko-Pachi-Slot-Mahjong-SLPS-00551.chd'...
[  135.0695] I/Host: Status: Varredura 'IQ-Final-SCPS-10071.chd'...
[  135.1089] I/Host: Status: Varredura 'IQ-Intelligent-Qube-SCPS-10029.chd'...
[  135.1616] I/Host: Status: Varredura 'Irem-Arcade-Classics-SLPS-00341.chd'...
[  135.1792] I/Host: Status: Varredura 'Iron-And-Blood-Warriors-Of-Ravenloft-SLUS-00378.chd'...
[  135.2125] I/Host: Status: Varredura 'Iron-Man-X-O-Manowar-In-Heavy-Metal-SLUS-00235.chd'...
[  135.2400] I/Host: Status: Varredura 'Iron-Soldier-3-SLUS-01061.chd'...
[  135.2615] I/Host: Status: Varredura 'Irritating-Stick-Denryuu-Iraira-Bou-Returns-SLPS-01317.chd'...
[  135.3151] I/Host: Status: Varredura 'Irritating-Stick-SLUS-00775.chd'...
[  135.3405] I/Host: Status: Varredura 'Iru-SLPS-00965.chd'...
[  135.3799] I/Host: Status: Varredura 'IS-Internal-Section-SLPS-01868.chd'...
[  135.4276] I/Host: Status: Varredura 'Ishin-No-Arashi-Bakumatsu-Shishiden-SLPM-86144.chd'...
[  135.6201] I/Host: Status: Varredura 'Ishin-No-Arashi-SLPS-01158.chd'...
[  135.7894] I/Host: Status: Varredura 'ISS-Pro-Evolution-SLES-02095.chd'...
[  135.8337] I/Host: Status: Varredura 'ISS-Pro-Evolution-SLES-03149.chd'...
[  135.8783] I/Host: Status: Varredura 'ISS-Pro-Evolution-SLUS-01014.chd'...
[  135.9092] I/Host: Status: Varredura 'ISS-Pro-Evolution-Soccer-2-SLES-03321.chd'...
[  135.9751] I/Host: Status: Varredura 'ISS-Soccer-Pro-'98-SLUS-00674.chd'...
[  135.9975] I/Host: Status: Varredura 'Itadaki-Street-Gorgeous-King-SLPM-86120.chd'...
[  136.0496] I/Host: Status: Varredura 'Itsuka-Kasanariau-Ashita-E-Sayuri-Hen-SLPS-01982.chd'...
[  136.1026] I/Host: Status: Varredura 'Itsuka-Kasanariau-Ashita-E-Shirou-Hen-SLPS-01957.chd'...
[  136.1266] I/Host: Status: Varredura 'Iwatobi-Penguin-Rocky-And-Hopper-SLPS-00832.chd'...
[  136.1624] I/Host: Status: Varredura 'Iwatobi-Penguin-Rocky-And-Hopper-Vol2-SLPS-01283.chd'...
[  136.2072] I/Host: Status: Varredura 'J's-Racin'-SLPS-01007.chd'...
[  136.3029] I/Host: Status: Varredura 'J-B-Harold-Blue-Chicago-Blues-SLPS-00144.chd'...
[  136.3720] I/Host: Status: Varredura 'J-League-Jikkyou-Winning-Eleven-2000-2Nd-SLPM-86668(1).chd'...
[  136.3967] I/Host: Status: Varredura 'J-League-Jikkyou-Winning-Eleven-2000-SLPM-86538.chd'...
[  136.4229] I/Host: Status: Varredura 'J-League-Jikkyou-Winning-Eleven-3-SLPM-86055.chd'...
[  136.4647] I/Host: Status: Varredura 'J-League-Jikkyou-Winning-Eleven-98-99-SLPM-86154.chd'...
[  136.5076] I/Host: Status: Varredura 'J-League-Soccer-Prime-Goal-EX-SLPS-00000.chd'...
[  136.5305] I/Host: Status: Varredura 'J-League-Soccer-Prime-Goal-EX-SLPS-00079.chd'...
[  136.5505] I/Host: Status: Varredura 'J-League-Virtual-Stadium-'96-SLPS-00301.chd'...
[  136.6112] I/Host: Status: Varredura 'Jackie-Chan-Stuntmaster-SLUS-00684.chd'...
[  136.6522] I/Host: Status: Varredura 'Jade-Cocoon-Legend-Of-Tamamayu-SLUS-00854.chd'...
[  136.6998] I/Host: Status: Varredura 'Jailbreaker-SLPS-02076-Disc1.chd'...
[  136.7467] I/Host: Status: Varredura 'Jaja-Uma-Quartet-Mega-Dream-Destruction-SLPS-01558.chd'...
[  136.8060] I/Host: Status: Varredura 'Jaleco-Collection-Vol1-SLPS-03562.chd'...
[  137.2210] I/Host: Status: Varredura 'Jampack-Vol-1-SCUS-94176.chd'...
[  137.2560] I/Host: Status: Varredura 'Jampack-Vol-2-SCUS-94197.chd'...
[  137.2890] I/Host: Status: Varredura 'Jang-Jang-Koi-Shimashow-Lovely-Pop-2-In-1-SLPS-01134(1).chd'...
[  137.4006] I/Host: Status: Varredura 'Jang-Jang-Koi-Shimashow-Lovely-Pop-2-In-1-SLPS-01134.chd'...
[  137.4854] I/Host: Status: Varredura 'Jang-Jang-Koi-Shimashow-Separate-1-Jang-Jang-Shimashow-SLPS-02708.chd'...
[  137.5627] I/Host: Status: Varredura 'Jang-Jang-Koi-Shimashow-Separate-2-Koi-Koi-Shimashow-SLPS-02709.chd'...
[  137.6223] I/Host: Status: Varredura 'Janhai-Yuugi-'99-Tanuki-No-Kawazanyou-SLPS-02386.chd'...
[  137.6594] I/Host: Status: Varredura 'japan-j3.chd'...
[  137.6778] I/Host: Status: Varredura 'Jarrett-Labonte-Stock-Car-Racing-SLUS-01139.chd'...
[  137.6970] I/Host: Status: Varredura 'JB-Harold-Blue-Chicago-Blues-SLPS-00145.chd'...
[  137.7152] I/Host: Status: Varredura 'Jellyfish-The-Healing-Friend-SLPS-02892.chd'...
[  137.7800] I/Host: Status: Varredura 'Jeopardy-2Nd-Edition-SLUS-01173(1).chd'...
[  137.8037] I/Host: Status: Varredura 'Jeopardy-SLUS-00682.chd'...
[  137.8176] I/Host: Status: Varredura 'Jeremy-Mcgrath-Supercross-2000-SLUS-00832.chd'...
[  137.8659] I/Host: Status: Varredura 'Jeremy-Mcgrath-Supercross-98-SLES-01281.chd'...
[  137.9004] I/Host: Status: Varredura 'Jeremy-Mcgrath-Supercross-98-SLUS-00479.chd'...
[  137.9354] I/Host: Status: Varredura 'Jersey-Devil-No-Daibouken-SLPM-86075.chd'...
[  138.0120] I/Host: Status: Varredura 'Jersey-Devil-SCUS-94907.chd'...
[  138.0711] I/Host: Status: Varredura 'Jet-de-Go-Lets-Go-by-Airliner-SLPM-86323(1).chd'...
[  138.0860] I/Host: Status: Varredura 'Jet-De-Go-Lets-Go-By-Airliner-SLPM-86323.chd'...
[  138.1301] I/Host: Status: Varredura 'Jet-Moto-'98-SCPS-10063.chd'...
[  138.1996] I/Host: Status: Varredura 'Jet-Moto-2-SCUS-94167.chd'...
[  138.2335] I/Host: Status: Varredura 'Jet-Moto-3-SCUS-94555.chd'...
[  138.5721] I/Host: Status: Varredura 'Jet-Moto-SCUS-94309.chd'...
[  138.6292] I/Host: Status: Varredura 'Jet-Rider-2-SCES-01045.chd'...
[  138.6672] I/Host: Status: Varredura 'Jet-Rider-SCES-00566(1).chd'...
[  138.7130] I/Host: Status: Varredura 'Jet-Rider-SCES-00566-Disc2.chd'...
[  138.7630] I/Host: Status: Varredura 'Jet-Rider-SCES-00566.chd'...
[  138.8058] I/Host: Status: Varredura 'Jetracer-SLES-03328.chd'...
[  138.8481] I/Host: Status: Varredura 'JGTC-All-Japan-Grand-Touring-Car-Championship-SLPS-01428.chd'...
[  138.9095] I/Host: Status: Varredura 'Jigsaw-Land-Japan-Graffiti-SLPS-00473.chd'...
[  138.9847] I/Host: Status: Varredura 'Jigsaw-Madness-SLUS-01509.chd'...
[  139.0097] I/Host: Status: Varredura 'Jigsaw-World-SLPS-00028.chd'...
[  139.0459] I/Host: Status: Varredura 'Jiisan-2-Tabi-Bikkuri-CG-Mukashibanashi-SLPS-00230.chd'...
[  139.1114] I/Host: Status: Varredura 'Jikki-Pachi-Slot-Tettel-Kouryaku-Speed-Cr-Kinkakuji-3-SLPS-01538.chd'...
[  139.1706] I/Host: Status: Varredura 'Jikki-Pachi-Slot-Tettel-Kouryaku-Yamasa-Collection-SLPS-01339.chd'...
[  139.2429] I/Host: Status: Varredura 'Jikkyou-American-Baseball-2-SLPM-86119.chd'...
[  139.3246] I/Host: Status: Varredura 'Jikkyou-American-Baseball-SLPM-86046(1).chd'...
[  139.3853] I/Host: Status: Varredura 'Jikkyou-American-Baseball-SLPM-86046.chd'...
[  139.4394] I/Host: Status: Varredura 'Jikkyou-Golf-Master-00-SLPM-86464.chd'...
[  139.5606] I/Host: Status: Varredura 'Jikkyou-J-League-1999-Perfect-Striker-SLPM-86317.chd'...
[  139.5914] I/Host: Status: Varredura 'Jikkyou-Oshaberi-Parodius-Forever-With-Me-SLPM-86008.chd'...
[  139.9633] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Baseball-'95-SLPS-00016.chd'...
[  140.0110] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-'98-Kaimakuban-SLPM-86097-Disc1.chd'...
[  140.0437] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-'98-Ketteiban-SLPM-86149.chd'...
[  140.0828] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-01-Ketteiban-SLPM-86990.chd'...
[  140.1301] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-01-SLPM-86807.chd'...
[  140.1693] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-02-Haru-SLPM-87033.chd'...
[  140.2311] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-2000-Kaimakuban-SLPM-86578.chd'...
[  140.2622] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-2000-Ketteiban-SLPM-86694(1).chd'...
[  140.2931] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-2000-Ketteiban-SLPM-86694.chd'...
[  140.3220] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-2000-SLPM-86578.chd'...
[  140.3465] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-2001-Ketteiban-SLPM-86990.chd'...
[  140.3672] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-2001-SLPM-86807.chd'...
[  140.3809] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-2002-Haru-SLPM-87033.chd'...
[  140.3989] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-2799-Kaimakuban-SLPM-86253.chd'...
[  140.4355] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-2799-Ketteiban-SLPM-86433.chd'...
[  140.4722] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-95-Kaimakuban-SLPS-00067.chd'...
[  140.5027] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-97-Kaimakuban-SLPM-86024.chd'...
[  140.5398] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-98-Kaimakuban-SLPM-86097.chd'...
[  140.5652] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-98-Ketteiban-SLPM-86149.chd'...
[  140.5914] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-99-Ketteiban-SLPM-86433.chd'...
[  140.6157] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-Premium-Ban-SLPM-87176.chd'...
[  140.6812] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-Premium-Ban-SLPM-87216.chd'...
[  140.7018] I/Host: Status: Varredura 'Jikkyou-Powerful-Pro-Yakyuu-Premium-SLPM-87216.chd'...
[  140.7244] I/Host: Status: Varredura 'Jikkyou-Powerfull-Pro-Yakyuu-'97-SLPM-86024.chd'...
[  140.7542] I/Host: Status: Varredura 'Jikuu-Tantei-DD-2-Hangyaku-No-Apusararu-SLPS-01533.chd'...
[  140.7760] I/Host: Status: Varredura 'Jikuu-Tantei-DD-Maboroshi-No-Lorelei-SLPS-00397-Disc1.chd'...
[  140.8234] I/Host: Status: Varredura 'Jikuu-Tantei-DD-Maboroshi-No-Lorelei-SLPS-00398.chd'...
[  140.8564] I/Host: Status: Varredura 'Jikuu-Tantei-Dd-Maboroshi-No-Lorelei-SLPS-04407.chd'...
[  140.9560] I/Host: Status: Varredura 'Jikuu-Tantei-Dracula-Detective-Maboroshi-No-Lorelei-SLPS-00397-Disc1.chd'...
[  141.2506] I/Host: Status: Varredura 'Jimmy-Johnsons-VR-Football-98-SLUS-00500.chd'...
[  141.2784] I/Host: Status: Varredura 'Jimmy-White's-Cueball-SLUS-01118.chd'...
[  141.3354] I/Host: Status: Varredura 'Jimmy-Whites-2-Cueball-SLUS-01313.chd'...
[  141.3597] I/Host: Status: Varredura 'Jingle-Cats-SLPS-01409.chd'...
[  141.3948] I/Host: Status: Varredura 'Jissen-Pachi-Slot-Hisshouhou-Sammy-Revolution-2-SLPS-01936.chd'...
[  141.4280] I/Host: Status: Varredura 'Jissen-Pachi-Slot-Hisshouhou-Sammy-Revolution-SLPS-01437(1).chd'...
[  141.4718] I/Host: Status: Varredura 'Jissen-Pachi-Slot-Hisshouhou-Sammy-Revolution-SLPS-01437.chd'...
[  141.5213] I/Host: Status: Varredura 'Jissen-Pachi-Slot-Hisshouhou21-5-SLPS-00794.chd'...
[  141.6062] I/Host: Status: Varredura 'Jissen-Pachi-Slot-Hisshouhou21-Single-Sea-Master-X-SLPM-86349.chd'...
[  141.6603] I/Host: Status: Varredura 'Jissen-Pachi-Slot-Hisshouhou21-Single-Super-Star-Dust-2-SLPM-86420.chd'...
[  141.7323] I/Host: Status: Varredura 'Jitsumei-Jikkyou-Keiba-Dream-Classic-SLPS-02727.chd'...
[  141.8016] I/Host: Status: Varredura 'Jleague-1999-Perfect-Striker-SLPM-86317.chd'...
[  141.8274] I/Host: Status: Varredura 'Jleague-Jikkyou-Winning-Eleven-2797-SLPM-86010.chd'...
[  141.8891] I/Host: Status: Varredura 'Jleague-Jikkyou-Winning-Eleven-2798-2799-SLPM-86154.chd'...
[  141.9702] I/Host: Status: Varredura 'Jleague-Jikkyou-Winning-Eleven-SLPM-86055.chd'...
[  142.0373] I/Host: Status: Varredura 'Jleague-Soccer-Jikkyou-Survival-League-SLPS-02436.chd'...
[  142.1114] I/Host: Status: Varredura 'Jleague-Soccer-Prime-Goal-Ex-SLPS-00079.chd'...
[  142.1538] I/Host: Status: Varredura 'JM3-PAL0V2-SCES-00022.chd'...
[  142.1936] I/Host: Status: Varredura 'JM3PAL0V2-SCES-02284.chd'...
[  142.2873] I/Host: Status: Varredura 'Jockey-Zero-SLPS-00429.chd'...
[  142.4023] I/Host: Status: Varredura 'Johnny-Bazooka-SLPS-00339.chd'...
[  142.4752] I/Host: Status: Varredura 'Johnny-Bazookatone-SLUS-00194.chd'...
[  142.6508] I/Host: Status: Varredura 'Jojo-No-Kimyouna-Bouken-Jojos-Bizarre-Adventure-SLPS-02236.chd'...
[  142.7242] I/Host: Status: Varredura 'Jojos-Bizarre-Adventure-SLUS-01060.chd'...
[  142.7933] I/Host: Status: Varredura 'Jonah-Lomu-Rugby-SLES-00377.chd'...
[  142.8926] I/Host: Status: Varredura 'Jounetsu-Nekketsu-Athletes-SLPS-00936.chd'...
[  142.9333] I/Host: Status: Varredura 'Judge-Dredd-SLUS-00630.chd'...
[  142.9686] I/Host: Status: Varredura 'Juggernaut-SLUS-00894.chd'...
[  142.9864] I/Host: Status: Varredura 'Juggernaut-SLUS-00988.chd'...
[  143.0115] I/Host: Status: Varredura 'Juggernaut-SLUS-00989.chd'...
[  143.0230] I/Host: Status: Varredura 'Jumping-Flash-2-Aloha-Danshaku-Ooyowari-No-Maki-SCPS-45052.chd'...
[  143.0645] I/Host: Status: Varredura 'Jumping-Flash-2-SCUS-94108.chd'...
[  143.1037] I/Host: Status: Varredura 'Jumping-Flash-3-Robbit-Mon-Dieu-SCPS-10103.chd'...
[  143.1391] I/Host: Status: Varredura 'Jumping-Flash-Aloha-Danshaku-Funky-Daisakusen-no-Maki-SCPS-10007(1).chd'...
[  143.1633] I/Host: Status: Varredura 'Jumping-Flash-Aloha-Danshaku-Funky-Daisakusen-No-Maki-SCPS-10007.chd'...
[  143.1961] I/Host: Status: Varredura 'Jumping-Flash-SCUS-94103.chd'...
[  143.2189] I/Host: Status: Varredura 'Jumpstart-Wildlife-Safari-SLUS-01383.chd'...
[  143.2675] I/Host: Status: Varredura 'Jungle-Park-SLPS-01086.chd'...
[  143.3382] I/Host: Status: Varredura 'Junjou-De-Karen-Meymay-Kishidan-Spectral-Force-Seishoujo-Gaiden-SLPS-02431.chd'...
[  143.4011] I/Host: Status: Varredura 'Junjou-De-Karen-Meymay-Kishidan-Spectral-Force-Seishoujo-Gaiden-SLPS-04478.chd'...
[  143.5282] I/Host: Status: Varredura 'Jupiter-Strike-SLUS-00177.chd'...
[  143.5654] I/Host: Status: Varredura 'Jurassic-Park-Warpath-SLES-02253.chd'...
[  143.6288] I/Host: Status: Varredura 'K-1-Grand-Prix-SLUS-00941.chd'...
[  143.9621] I/Host: Status: Varredura 'K-1-Oujya-Ni-Narou-SLPS-02602.chd'...
[  144.0104] I/Host: Status: Varredura 'K-1-Revenge-SLUS-00766.chd'...
[  144.0584] I/Host: Status: Varredura 'K-1-The-Arena-Fighters-In-The-Red-Corner-SLUS-00414.chd'...
[  144.1202] I/Host: Status: Varredura 'K-1-World-Grand-Prix-01-Kaimakuban-SLPM-86763.chd'...
[  144.1664] I/Host: Status: Varredura 'K-1-World-Grand-Prix-2001-Kaimaku-Ban-SLPM-86763(1).chd'...
[  144.2070] I/Host: Status: Varredura 'K-1-World-Grand-Prix-2001-Kaimaku-Ban-SLPM-86763.chd'...
[  144.2424] I/Host: Status: Varredura 'Kaeru-No-Ehon-Adventure-For-The-Lost-Memories-SLPS-02332.chd'...
[  144.2986] I/Host: Status: Varredura 'Kaeru-No-Ehon-Nakushita-Kioku-O-Motomete-SLPS-02332.chd'...
[  144.4068] I/Host: Status: Varredura 'Kaeru-No-Ehon-Nakushita-Kioku-Wo-Motomete-SLPS-02332.chd'...
[  144.4725] I/Host: Status: Varredura 'Kaette-Kita-Cyborg-Kuro-Chan-SLPM-87174(2).chd'...
[  144.5161] I/Host: Status: Varredura 'Kaette-Kita-Cyborg-Kuro-Chan-SLPM-87174.chd'...
[  144.5528] I/Host: Status: Varredura 'Kaettekita-Pachiokun-Dream-Collection-SLPS-01384.chd'...
[  144.6338] I/Host: Status: Varredura 'Kagayaku-Kisetsu-E-SLPS-01972-Disc1.chd'...
[  144.6590] I/Host: Status: Varredura 'Kagayaku-Kisetsu-E-SLPS-04499.chd'...
[  144.7120] I/Host: Status: Varredura 'Kagayaku-Kisetsuhe-SLPS-01975.chd'...
[  144.7725] I/Host: Status: Varredura 'Kagero-Deception-II-SLUS-00677.chd'...
[  144.8194] I/Host: Status: Varredura 'Kagero-Kokumeikan-Shinshou-SLPS-01421.chd'...
[  144.8638] I/Host: Status: Varredura 'Kaibutsu-Para-Dice-Monster-Paradise-SLPS-00915.chd'...
[  144.9068] I/Host: Status: Varredura 'Kaijuu-Senki-SLPS-00529.chd'...
[  144.9386] I/Host: Status: Varredura 'Kaikan-Phrase-Datenshi-Kourin-SLPM-86438.chd'...
[  145.0587] I/Host: Status: Varredura 'Kaishin-Derby-Analyst-SLPS-03079.chd'...
[  145.1296] I/Host: Status: Varredura 'Kaitai-Eddy-SLPS-02717.chd'...
[  145.1837] I/Host: Status: Varredura 'Kaitei-Daisensou-SLPS-00086.chd'...
[  145.2272] I/Host: Status: Varredura 'Kaitei-Taisensou-In-The-Hunt-SLPS-00086.chd'...
[  145.2728] I/Host: Status: Varredura 'Kaitou-Apricot-SLPS-03532.chd'...
[  145.3570] I/Host: Status: Varredura 'Kaitou-Ranma-Miyabi-SLPS-01824.chd'...
[  145.4387] I/Host: Status: Varredura 'Kakinoki-Shougi-II-SLPS-02986.chd'...
[  145.4818] I/Host: Status: Varredura 'Kakinoki-Shougi-SLPS-00019.chd'...
[  145.5163] I/Host: Status: Varredura 'Kakuge-Yaro-Fighting-Game-Creator-SLPS-02595.chd'...
[  145.5482] I/Host: Status: Varredura 'Kakugo-No-Susume-SLPS-00799.chd'...
[  145.5903] I/Host: Status: Varredura 'Kamaitachi-No-Yoru-Tokubetsu-Hen-SLPS-01794.chd'...
[  145.6178] I/Host: Status: Varredura 'Kamen-Rider-Agito-SLPS-03344.chd'...
[  145.6493] I/Host: Status: Varredura 'Kamen-Rider-Kuuga-SLPS-03090.chd'...
[  145.6788] I/Host: Status: Varredura 'Kamen-Rider-Ryuki-SLPS-03495.chd'...
[  145.7070] I/Host: Status: Varredura 'Kamen-Rider-SLPS-01570.chd'...
[  145.7502] I/Host: Status: Varredura 'Kamen-Rider-V3-SLPS-02964-Disc2.chd'...
[  145.7794] I/Host: Status: Varredura 'Kamen-Rider-V3-SLPS-02964.chd'...
[  145.8168] I/Host: Status: Varredura 'Kanako-Enomoto-Junk-Brain-Diagnosis-SLPS-01937.chd'...
[  145.8575] I/Host: Status: Varredura 'Kanazawa-Shogi-'95-SLPS-00052.chd'...
[  145.8963] I/Host: Status: Varredura 'Kanazawa-Shogi-Tsuki-SLPS-02059.chd'...
[  145.9314] I/Host: Status: Varredura 'Karan-Koron-Gakuen-Doki-Doki-Hen-SLPM-86414.chd'...
[  146.0211] I/Host: Status: Varredura 'Kart-Race-Kimete-Wa-Drift-SLPS-03041.chd'...
[  146.0566] I/Host: Status: Varredura 'Kartia-Legend-Of-SLES-01710.chd'...
[  146.0835] I/Host: Status: Varredura 'Kartia-The-Word-Of-Fate-SLUS-00631.chd'...
[  146.1196] I/Host: Status: Varredura 'Karyuu-Jyou-SLPS-00563-Disc1.chd'...
[  146.1622] I/Host: Status: Varredura 'Kasei-Monogatari-SLPS-01630.chd'...
[  146.1783] I/Host: Status: Varredura 'Katon-Kun-SLPS-02935.chd'...
[  146.2040] I/Host: Status: Varredura 'Katou-Hifumi-Kudan-Shougi-Club-SLPS-02078.chd'...
[  146.2377] I/Host: Status: Varredura 'Kattobi-Tune-SCPS-45227.chd'...
[  146.2952] I/Host: Status: Varredura 'Kattobi-Tune-SLPS-01253.chd'...
[  146.3774] I/Host: Status: Varredura 'Kawa-No-Nushi-Tsuri-Hikyou-Wo-Motomete-SLPS-01536(2).chd'...
[  146.7088] I/Host: Status: Varredura 'Kawa-No-Nushi-Tsuri-Hikyou-Wo-Motomete-SLPS-01536.chd'...
[  146.7621] I/Host: Status: Varredura 'Kaze-No-Klonoa-Door-To-Phantomile-SLPS-01010.chd'...
[  146.8035] I/Host: Status: Varredura 'Kaze-No-Notam-Notam-Of-Wind-SCPS-45111.chd'...
[  146.8528] I/Host: Status: Varredura 'Kaze-No-Notam-SLPS-00912.chd'...
[  146.8793] I/Host: Status: Varredura 'Kaze-No-Oka-Kouen-Nite-SLPS-01565.chd'...
[  146.9169] I/Host: Status: Varredura 'Keiba-Eito-'98-Akifuyu-SLPS-01640.chd'...
[  146.9787] I/Host: Status: Varredura 'Keiba-Eito-'98-SLPS-01372.chd'...
[  147.0143] I/Host: Status: Varredura 'Keiba-Eito-'99-Haru-Natsu-SLPS-01929.chd'...
[  147.0498] I/Host: Status: Varredura 'Keiba-Saisho-No-Housoku-'95-SLPS-00063.chd'...
[  147.0960] I/Host: Status: Varredura 'Keiba-Saisho-No-Housoku-'96-Vol1-SLPS-00146.chd'...
[  147.1416] I/Host: Status: Varredura 'Keiba-Saisho-No-Housoku-'96-Vol2-Gi-Road-SLPS-00605.chd'...
[  147.1975] I/Host: Status: Varredura 'Keiba-Saisho-No-Housoku-'97-Vol1-SLPS-00808.chd'...
[  147.2525] I/Host: Status: Varredura 'Keiba-Saisho-No-Housoku-'99-Yaki-Fuyu-SLPS-02339.chd'...
